ticker,exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website
UMC,UPCOM,Xây dựng và Vật liệu,CT,207,0.0,1.8,1.8,2007.0,222,,-0.006,-0.015,-0.132,Công trình đô thị Nam Định,http://www.congtrinhdothinamdinh.vn
UNI,HNX,Công nghệ Thông tin,CT,0,0.015,15.6,15.6,1993.0,10,2.0,-0.006,-0.069,-0.445,Đầu tư và Phát triển Sao Mai Việt,https://www.uninvest.vn
UPC,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,0,0.0,3.4,3.4,2009.0,635,,-0.006,-0.015,1.121,Cây xanh Vũng Tàu,https://upcgreen.com
UPH,UPCOM,Y tế,CT,472,0.0,13.3,13.3,2007.0,128,,-0.006,0.035,-0.068,Dược phẩm TW25,https://uphace.vn
USC,UPCOM,Xây dựng và Vật liệu,CT,154,0.0,5.5,5.5,2004.0,186,,-0.006,-0.122,-0.139,Khảo sát và Xây dựng - USCO,http://www.usco.vn
USD,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,5.6,5.6,2010.0,352,,-0.004,0.031,0.409,Công trình Đô thị Sóc Trăng,http://ctdtst.vn
V11,UPCOM,Bất động sản,CT,1106,0.004,8.4,8.4,1996.0,3,,0.194,0.185,0.069,VINACONEX No11,http://www.vinaconex11.com.vn
V12,HNX,Xây dựng và Vật liệu,CT,520,0.0,11.6,11.6,1996.0,159,,-0.006,0.133,-0.044,VINACONEX 12,http://www.vinaconex12.com.vn
V15,UPCOM,Xây dựng và Vật liệu,CT,0,0.003,10.0,10.0,1978.0,0,,-0.006,-0.015,-0.331,Vinaconex 15,http://www.vinaconex15.com
V21,HNX,Bất động sản,CT,249,0.0,12.0,12.0,2005.0,52,,-0.006,-0.062,-0.221,Vinaconex 21,https://vinaconex21.vn
VAB,UPCOM,Ngân hàng,NH,7267,0.002,540.0,540.0,2003.0,1601,2.7,-0.019,-0.002,0.162,Ngân hàng Việt Á,http://www.vietabank.com.vn
VAF,HOSE,Hóa chất,CT,0,0.0,37.7,37.7,2009.0,374,2.7,0.043,0.051,0.147,Phân lân Văn Điển,https://vandienfmp.vn
VAV,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,147,0.024,32.0,32.0,2015.0,216,3.1,0.13,-0.045,0.454,VIWACO,https://viwaco.vn
VBB,UPCOM,Ngân hàng,NH,1330,0.0,571.2,571.2,2011.0,2610,2.4,-0.033,0.013,-0.132,VietBank,http://www.vietbank.com.vn
VBC,HNX,Hàng & Dịch vụ Công nghiệp,CT,262,0.004,7.5,7.5,1996.0,907,,0.009,0.011,0.091,Nhựa - Bao bì Vinh,http://nhuabaobivinh.com
VBG,UPCOM,Tài nguyên Cơ bản,CT,390,0.0,8.6,8.6,2010.0,30,,-0.006,-0.015,-0.131,Địa chất Việt Bắc - TKV,http://www.diachatvietbac.vn
VBH,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,221,0.015,2.9,2.9,2006.0,179,,-0.102,-0.255,-0.621,Điện tử Bình Hòa,http://www.viettronics-binhhoa.com
VC1,HNX,Xây dựng và Vật liệu,CT,681,0.0,12.0,12.0,2009.0,115,,-0.029,-0.155,-0.131,Xây dựng số 1,https://www.vinaconex1.com.vn
VC2,HNX,Xây dựng và Vật liệu,CT,3963,0.001,68.8,68.8,2003.0,263,2.0,-0.019,-0.002,-0.419,Đầu tư và Xây dựng VINA2,https://vina2.com.vn
VC3,HNX,Bất động sản,CT,961,0.002,125.2,125.2,2002.0,72,2.9,0.011,-0.018,0.218,Tập đoàn Nam Mê Kông,https://nammekong.net
VC5,UPCOM,Xây dựng và Vật liệu,CT,0,0.013,5.0,5.0,2007.0,7,,0.16,-0.14,-0.431,Xây dựng Số 5,http://www.vina5.vn
VC6,HNX,Xây dựng và Vật liệu,CT,815,0.106,9.7,9.7,2000.0,270,,0.167,0.315,1.736,Visicons,http://visicons.vn
VC7,HNX,Xây dựng và Vật liệu,CT,0,0.0,96.1,96.1,2001.0,25,2.4,-0.018,-0.003,-0.675,BGI Group,https://bgi.vn
VC9,HNX,Xây dựng và Vật liệu,CT,1277,0.001,16.7,17.0,2005.0,188,,-0.006,-0.037,-0.301,Xây dựng số 9,https://vc9.vn
VCA,HOSE,Tài nguyên Cơ bản,CT,732,0.006,15.2,15.2,2007.0,306,2.4,-0.028,0.026,-0.143,Thép VICASA - VNSTEEL,https://vicasasteel.com
VCB,HOSE,Ngân hàng,NH,25183,0.234,5589.1,5589.1,2008.0,23992,2.8,-0.014,0.004,-0.045,Vietcombank,https://vietcombank.com.vn
VCC,HNX,Xây dựng và Vật liệu,CT,646,0.0,24.0,24.0,2007.0,449,1.9,0.004,-0.004,-0.22,Vinaconex 25,https://vinaconex25.com.vn
VCE,UPCOM,Xây dựng và Vật liệu,CT,110,0.0,5.0,5.0,2014.0,12,,-0.006,-0.015,-0.131,Xây lắp Môi trường,http://www.moitruongnhanco.vn
VCF,HOSE,Thực phẩm và đồ uống,CT,428,0.006,26.6,26.6,1998.0,235,2.7,0.005,-0.068,0.122,VinaCafé Biên Hòa,https://www.vinacafebienhoa.com
VCG,HOSE,Xây dựng và Vật liệu,CT,35606,0.074,598.6,598.6,2006.0,3683,2.2,-0.023,-0.036,-0.321,VINACONEX,http://www.vinaconex.com.vn
VCI,HOSE,Dịch vụ tài chính,CK,15669,0.193,574.5,441.9,2007.0,386,2.8,-0.011,0.04,0.048,Chứng khoán Vietcap,https://www.vietcap.com.vn
VCM,HNX,Hàng & Dịch vụ Công nghiệp,CT,656,0.0,3.0,3.0,1995.0,46,,-0.021,-0.315,-0.303,BV Life,https://www.bvlife.com.vn
VCP,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,491,0.0,83.8,83.8,2004.0,771,2.3,0.039,0.002,-0.091,Xây dựng và Năng lượng VCP,https://vcpholdings.com.vn
VCR,UPCOM,Bất động sản,CT,1712,0.0,210.0,210.0,2008.0,55,2.3,-0.003,-0.039,-0.036,Vinaconex - ITC,https://vinaconexitc.com.vn
VCS,HNX,Xây dựng và Vật liệu,CT,4759,0.017,160.0,160.0,2005.0,830,2.7,0.018,-0.041,-0.07,VICOSTONE,https://vicostone.com
VCT,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,191,0.0,1.1,1.1,2004.0,12,,-0.006,-0.015,-0.679,Tư vấn XD Vinaconex,http://www.vinaconsult.com.vn
VCW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,159,0.001,75.0,75.0,2009.0,147,2.5,0.02,0.04,-0.03,Đầu tư Nước sạch Sông Đà,http://www.viwasupco.com.vn
VCX,UPCOM,Xây dựng và Vật liệu,CT,677,0.001,26.5,26.5,2012.0,338,,0.244,0.485,0.574,Xi măng Yên Bình,http://www.ximangyenbinh.com
VDB,UPCOM,Tài nguyên Cơ bản,CT,520,0.0,8.7,8.7,2012.0,663,,-0.006,-0.015,-0.131,Vận tải và CB Than Đông Bắc,http://www.vtcbdongbac.com.vn
VDL,HNX,Thực phẩm và đồ uống,CT,263,0.007,14.7,14.7,2003.0,101,2.8,-0.006,-0.015,-0.169,Thực phẩm Lâm Đồng,https://ladofoods.vn
VDN,UPCOM,Hàng cá nhân & Gia dụng,CT,0,0.0,3.1,3.1,2004.0,2114,,-0.006,0.085,0.424,Vinatex Đà Nẵng,http://vinatexdn.com.vn
VDP,HOSE,Y tế,CT,511,0.002,22.1,22.1,2003.0,607,2.5,-0.037,-0.082,-0.04,Dược phẩm VIDIPHA,http://www.vidipha.com.vn
VDS,HOSE,Dịch vụ tài chính,CK,5223,0.011,243.0,243.0,2006.0,447,2.8,-0.043,0.019,0.411,Chứng khoán Rồng Việt,http://www.vdsc.com.vn
VDT,UPCOM,Tài nguyên Cơ bản,CT,0,0.0,2.0,2.0,1977.0,75,,-0.006,-0.015,-0.473,Lưới thép Bình Tây,http://www.luoithepbinhtay.com.vn
VE1,HNX,Xây dựng và Vật liệu,CT,0,0.261,5.9,6.0,2004.0,24,,-0.062,-0.043,-0.212,VNECO 1,http://www.vneco1.com.vn
VE2,UPCOM,Xây dựng và Vật liệu,CT,235,0.007,2.1,2.2,2004.0,35,,-0.006,-0.015,-0.032,Xây dựng Điện VNECO 2,http://www.vneco2.com.vn
VE3,HNX,Xây dựng và Vật liệu,CT,0,0.002,1.3,1.3,1988.0,47,,0.075,-0.095,-0.201,Xây dựng điện VNECO 3,http://www.vneco3.com.vn
VE4,HNX,Xây dựng và Vật liệu,CT,115,0.001,1.0,1.0,1989.0,69,,-0.006,-0.015,-0.141,Xây dựng điện VNECO4,http://www.vneco4.com.vn
VE8,HNX,Xây dựng và Vật liệu,CT,0,0.007,1.8,1.8,2003.0,76,,-0.078,-0.086,-0.07,Xây dựng Điện Vneco 8,http://www.vneco8.com.vn
VE9,UPCOM,Xây dựng và Vật liệu,CT,0,0.002,12.0,12.5,2004.0,5,,-0.044,0.471,0.032,VNECO 9,http://www.vneco9.com
VEA,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,1912,0.018,1328.8,1328.8,2010.0,680,2.8,-0.002,-0.013,0.186,Máy động lực và Máy NN,http://veamcorp.com
VEC,UPCOM,Công nghệ Thông tin,CT,650,0.0,43.8,43.8,2007.0,76,2.8,0.018,-0.018,-0.252,Điện tử và Tin học VN,http://www.veic.com.vn
VEF,UPCOM,Truyền thông,CT,0,0.0,166.6,166.6,2011.0,73,2.3,-0.041,-0.145,0.565,Hội chợ Triển lãm Việt Nam,http://vefac.vn
VES,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,417,0.001,9.0,9.0,2004.0,2,,-0.006,-0.015,-0.611,MÊ CA VNECO,http://www.mecavneco.com.vn
VET,UPCOM,Hóa chất,CT,589,0.0,16.0,16.0,2005.0,286,2.2,-0.034,-0.105,-0.645,Thuốc thú y trung ương Navetco,https://navetco.com.vn
VFC,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.447,33.8,34.0,2001.0,692,2.4,-0.002,0.094,0.27,Vận tải biển VINAFCO,http://www.vinafco.com.vn
VFG,HOSE,Hóa chất,CT,729,0.022,41.7,41.7,2001.0,1450,2.9,0.063,0.058,1.056,Khử trùng Việt Nam,https://www.vfc.com.vn
VFR,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,502,0.002,15.0,15.0,2006.0,98,,0.0,0.009,0.138,Vận tải Vietfracht,https://vietfracht.vn
VFS,HNX,Dịch vụ tài chính,CK,1166,0.002,120.0,120.0,2008.0,115,2.1,-0.043,0.009,-0.516,Chứng khoán Nhất Việt,https://www.vfs.com.vn
VGC,HOSE,Xây dựng và Vật liệu,CT,5652,0.039,448.4,448.4,2010.0,6344,2.5,0.009,0.034,-0.268,Tổng Công ty Viglacera,http://www.viglacera.com.vn
VGG,UPCOM,Hàng cá nhân & Gia dụng,CT,1425,0.151,44.1,44.1,2012.0,4452,2.6,-0.096,-0.064,0.042,May Việt Tiến,https://www.viettien.com.vn
VGI,UPCOM,Viễn thông,CT,9648,0.0,3043.8,3043.8,2007.0,5045,2.7,0.032,0.049,1.713,Đầu tư Quốc tế Viettel,http://www.viettelglobal.vn
VGL,UPCOM,Tài nguyên Cơ bản,CT,142,0.0,9.3,9.3,2015.0,218,3.3,-0.006,-0.015,0.063,Mạ kẽm công nghiệp Vingal-Vnsteel,https://vingal.com
VGP,HNX,Hàng & Dịch vụ Công nghiệp,CT,0,0.012,7.8,8.2,2001.0,24,,-0.003,0.046,-0.203,Cảng Rau Quả,https://www.vegeport.com.vn
VGR,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,117,0.22,63.3,63.3,2014.0,194,3.6,0.011,0.029,0.634,Cảng xanh VIP,http://www.vipgreenport.com.vn
VGS,HNX,Tài nguyên Cơ bản,CT,6211,0.01,55.9,55.9,2007.0,391,2.7,0.01,0.03,0.873,Ống thép Việt Đức,https://vgpipe.com.vn
VGT,UPCOM,Hàng cá nhân & Gia dụng,CT,14067,0.14,500.0,500.0,2010.0,27228,2.0,-0.011,-0.024,-0.001,VINATEX,http://vinatex.com.vn
VGV,UPCOM,Bất động sản,CT,222,0.069,35.8,35.8,2010.0,460,2.3,0.017,-0.004,-0.03,Tư vấn Xây dựng Việt Nam,http://vncc.vn
VHC,HOSE,Thực phẩm và đồ uống,CT,6422,0.292,224.5,224.5,2007.0,3875,2.5,0.025,0.012,-0.038,Thủy sản Vĩnh Hoàn,https://www.vinhhoan.com
VHD,UPCOM,Bất động sản,CT,203,0.0,38.0,38.0,2007.0,32,2.2,0.089,0.632,0.042,PT Nhà và Đô thị Vinaconex,https://vinahud.com.vn
VHE,HNX,Y tế,CT,902,0.0,33.1,33.1,2016.0,29,,-0.006,0.017,-0.131,Dược liệu và Thực phẩm VN,https://vinaherbfoods.com
VHF,UPCOM,Thực phẩm và đồ uống,CT,180,0.0,21.5,21.5,2006.0,118,2.9,-0.006,-0.015,-0.456,Chế biến lương thực Vĩnh Hà,http://www.vinhha.com.vn
VHG,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,19723,0.004,150.0,150.0,2003.0,2,2.5,0.005,0.062,-0.49,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,http://viettrungnam.com.vn
VHH,UPCOM,Xây dựng và Vật liệu,CT,0,0.0,7.5,7.5,2004.0,79,,-0.206,-0.173,-0.31,Kinh doanh nhà Thành Đạt,http://www.thanhdathouse.com.vn
VHL,HNX,Xây dựng và Vật liệu,CT,470,0.015,25.0,25.0,2006.0,1410,2.6,-0.032,0.07,-0.434,Viglacera Hạ Long,https://viglacerahalong.vn
VHM,HOSE,Bất động sản,CT,31513,0.139,4354.4,4354.4,2008.0,9440,3.0,0.007,-0.034,-0.234,Vinhomes,https://vinhomes.vn/vi
VIB,HOSE,Ngân hàng,NH,29187,0.154,2979.1,2536.8,1996.0,11533,2.8,-0.014,0.052,0.118,VIBBank,https://www.vib.com.vn
VIC,HOSE,Bất động sản,CT,54638,0.102,3823.7,3823.7,2002.0,327,2.1,-0.005,-0.067,-0.215,VinGroup,http://www.vingroup.net
VID,HOSE,Tài nguyên Cơ bản,CT,3501,0.008,40.8,40.8,1974.0,29,2.3,-0.017,-0.007,-0.016,Viễn Đông,http://www.dautuviendong.vn
VIE,UPCOM,Công nghệ Thông tin,CT,243,0.001,5.1,5.1,1991.0,27,,-0.006,-0.015,-0.01,CN Viễn thông VI TE CO,http://viteco.vn
VIF,HNX,Tài nguyên Cơ bản,CT,857,0.0,350.0,350.0,2010.0,1919,2.4,-0.046,-0.055,-0.151,Lâm nghiệp Việt Nam,http://www.vinafor.com.vn
VIG,HNX,Dịch vụ tài chính,CK,0,0.027,45.1,45.1,2008.0,20,3.0,-0.006,-0.015,-0.281,Chứng khoán Đầu tư Tài chính Việt Nam,https://visc.com.vn
VIH,UPCOM,Xây dựng và Vật liệu,CT,371,0.0,5.6,5.6,2008.0,324,,-0.006,-0.015,-0.083,Viglacera Hà Nội,https://viglacerahanoi.com.vn
VIM,UPCOM,Tài nguyên Cơ bản,CT,136,0.007,1.3,1.3,2008.0,66,,-0.006,0.085,-0.218,Khoáng sản Viglacera,http://khoangsanviglacera.com.vn
VIN,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,266,0.002,25.5,25.5,1975.0,145,2.8,-0.006,0.044,-0.141,Kho vận ngoại thương VN,http://vinatrans.com
VIP,HOSE,Hàng & Dịch vụ Công nghiệp,CT,5303,0.103,68.5,68.5,2005.0,453,2.7,-0.003,0.029,0.077,Vận tải Xăng dầu VIPCO,http://www.vipco.com.vn
VIR,UPCOM,Du lịch và Giải trí,CT,0,0.0,8.2,8.2,2005.0,113,,-0.006,-0.015,-0.334,Du lịch Vũng Tàu,https://intourcoresort.com.vn
VIT,HNX,Xây dựng và Vật liệu,CT,549,0.003,50.0,50.0,2007.0,843,2.4,-0.006,0.087,0.127,Viglacera Tiên Sơn,https://www.viglaceratienson.com
VIW,UPCOM,Xây dựng và Vật liệu,CT,184,0.0,58.0,58.0,2013.0,289,2.7,-0.006,0.352,0.099,Đầu tư nước và môi trường VN - Viwaseen,http://viwaseen.com.vn
VIX,HOSE,Dịch vụ tài chính,CK,45044,0.04,1458.5,669.4,2007.0,68,2.9,-0.006,0.002,-0.172,Chứng khoán VIX,https://www.vixs.vn
VJC,HOSE,Du lịch và Giải trí,CT,6067,0.135,541.6,541.6,2007.0,6299,2.0,-0.002,0.014,-0.039,Vietjet Air,http://www.vietjetair.com
VKC,UPCOM,Ô tô và phụ tùng,CT,128,0.011,19.3,20.0,1993.0,77,,0.094,0.208,0.091,VKC Holdings,https://vkcholdings.vn
VKP,UPCOM,Hóa chất,CT,0,0.0,8.0,8.0,2000.0,0,,-0.006,-0.015,-0.131,Nhựa Tân Hóa,http://www.tanhoaplastic.vn
VLA,HNX,Công nghệ Thông tin,CT,172,0.018,4.0,4.0,2007.0,13,,-0.055,0.365,-0.377,PT Công nghệ Văn Lang,http://www.vla.vn
VLB,UPCOM,Xây dựng và Vật liệu,CT,2047,0.0,46.7,46.9,2005.0,638,3.2,0.052,0.029,0.067,VLXD Biên Hòa,http://www.bbcc.com.vn
VLC,UPCOM,Thực phẩm và đồ uống,CT,7281,0.002,212.5,212.5,2014.0,886,2.4,-0.01,-0.051,0.12,Chăn nuôi Việt Nam,http://www.vilico.vn
VLF,UPCOM,Thực phẩm và đồ uống,CT,638,0.002,12.0,12.0,1993.0,22,,-0.097,-0.245,-0.417,Lương thực Vĩnh Long,http://www.vinhlongfood.com.vn
VLG,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.003,14.2,14.2,2007.0,129,,0.017,-0.042,1.104,VIMC Logistics,https://vimclogistics.com.vn
VLP,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,205,0.0,3.5,3.5,2010.0,288,,-0.006,0.414,8.869,Công trình Công cộng Vĩnh Long,http://www.vipuco.vn
VLW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,302,0.002,28.9,28.9,2008.0,236,3.4,-0.065,0.084,0.39,Cấp nước Vĩnh Long,http://capnuocvl.com.vn
VMA,UPCOM,Ô tô và phụ tùng,CT,0,0.376,2.7,2.7,2013.0,342,,-0.006,-0.015,-0.131,CN ô tô Vinacomin,http://www.vmicauto.vn
VMC,HNX,Xây dựng và Vật liệu,CT,0,0.002,26.1,26.1,2002.0,659,2.1,-0.036,-0.015,-0.316,VIMECO,https://vimeco.com.vn
VMD,HOSE,Y tế,CT,364,0.014,15.4,15.4,2006.0,166,2.8,0.007,-0.015,-0.272,Y Dược phẩm Vimedimex,https://vietpharm.com.vn
VMG,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,1314,0.007,9.6,9.6,2006.0,76,,-0.006,-0.092,0.311,Vimexco Gas,http://www.vimexcogas.com.vn
VMS,HNX,Hàng & Dịch vụ Công nghiệp,CT,315,0.0,9.0,9.0,2013.0,128,,0.128,0.022,-0.292,Phát triển Hàng Hải,http://vimadeco.com.vn
VMT,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,123,0.0,3.2,3.2,2002.0,48,,0.139,-0.06,-0.555,Giao nhận Vận tải Miền Trung,http://www.vinatransdn.com.vn
VNA,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.018,34.0,34.0,2006.0,466,3.2,0.025,0.479,0.831,Vận tải biển Vinaship,http://www.vinaship.com.vn
VNB,UPCOM,Truyền thông,CT,0,0.011,67.9,67.9,2010.0,55,2.5,-0.02,-0.045,0.018,Sách Việt Nam,https://savina.com.vn
VNC,HNX,Hàng & Dịch vụ Công nghiệp,CT,795,0.027,10.5,10.5,2004.0,1006,3.0,0.006,0.023,-0.162,VINACONTROL,http://www.vinacontrol.vn
VND,HOSE,Dịch vụ tài chính,CK,63488,0.125,1522.3,1522.3,2006.0,1148,2.7,0.014,0.013,-0.308,Chứng khoán VNDIRECT,http://www.vndirect.com.vn
VNE,HOSE,Xây dựng và Vật liệu,CT,0,0.024,82.1,90.4,1988.0,150,1.9,-0.009,-0.05,-0.778,Xây dựng điện Việt Nam,https://vneco.vn
VNF,HNX,Hàng & Dịch vụ Công nghiệp,CT,555,0.005,31.7,31.7,2001.0,204,2.5,-0.035,-0.078,0.074,VINAFREIGHT,https://www.vinafreight.com
VNG,HOSE,Du lịch và Giải trí,CT,1870,0.004,97.3,97.3,2006.0,1155,1.9,-0.024,-0.046,-0.217,DL Thành Thành Công,https://ttchospitality.vn
VNH,UPCOM,Thực phẩm và đồ uống,CT,0,0.016,8.0,8.0,2000.0,7,,-0.078,-0.202,-0.611,Đầu tư Việt Việt Nhật,http://vietnhat.com
VNI,UPCOM,Bất động sản,CT,477,0.0,10.4,10.6,2007.0,2,,-0.006,-0.015,-0.251,ĐT BĐS Việt Nam,http://www.vinalandinvest.com.vn
VNL,HOSE,Hàng & Dịch vụ Công nghiệp,CT,1313,0.126,14.1,14.1,1999.0,310,,-0.034,-0.057,0.065,Vinalink Logistics,http://www.vinalinklogistics.com
VNM,HOSE,Thực phẩm và đồ uống,CT,0,0.519,2090.0,2090.0,2003.0,10072,2.5,-0.043,-0.078,-0.161,VINAMILK,https://www.vinamilk.com.vn
VNP,UPCOM,Hóa chất,CT,489,0.009,19.4,19.4,2007.0,28,2.3,0.003,-0.015,-0.265,Nhựa Việt Nam,https://www.vinaplast.com.vn
VNR,HNX,Bảo hiểm,BH,1281,0.278,165.8,165.8,2004.0,104,2.4,-0.036,-0.064,-0.168,Tái bảo hiểm Quốc gia,http://www.vinare.com.vn
VNS,HOSE,Du lịch và Giải trí,CT,1385,0.139,67.9,67.9,1995.0,1835,2.9,-0.011,-0.024,-0.372,Ánh Dương Việt Nam,https://www.vinasuntaxi.com
VNT,HNX,Hàng & Dịch vụ Công nghiệp,CT,158,0.105,16.6,16.7,2002.0,420,1.9,-0.104,0.181,-0.382,Vận tải ngoại thương,https://vntlogistics.com
VNX,UPCOM,Truyền thông,CT,225,0.0,1.2,1.2,1975.0,60,,-0.006,0.385,0.269,QC và Hội chợ Thương mại,http://www.vinexad.com.vn
VNY,UPCOM,Hóa chất,CT,266,0.0,16.2,16.2,2000.0,83,,-0.083,0.038,0.069,Thuốc thú y Trung ương I,https://vinavetco.com
VNZ,UPCOM,Truyền thông,CT,373,0.49,28.7,28.7,2004.0,3501,1.8,-0.005,0.058,-0.607,CTCP VNG,https://vng.com.vn
VOC,UPCOM,Thực phẩm và đồ uống,CT,1303,0.004,121.8,121.8,2015.0,59,2.5,-0.019,-0.051,-0.315,Dầu thực vật Việt Nam,https://www.vocarimex.com.vn
VOS,HOSE,Hàng & Dịch vụ Công nghiệp,CT,0,0.008,140.0,140.0,2008.0,716,2.8,-0.006,-0.064,0.014,Vận tải Biển Việt Nam,https://www.vosco.vn
VPA,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,957,0.001,15.1,15.1,2008.0,8,,0.127,0.016,-0.236,Vận tải Hóa dầu VP,http://www.vptrans.vn
VPB,HOSE,Ngân hàng,NH,46009,0.251,7933.9,7933.9,1993.0,25351,3.0,0.021,0.105,-0.07,VPBank,https://www.vpbank.com.vn
VPC,UPCOM,Xây dựng và Vật liệu,CT,423,0.004,5.6,5.6,2004.0,205,,-0.006,-0.015,-0.261,V- Power,http://www.v-power.vn
VPD,HOSE,"Điện, nước & xăng dầu khí đốt",CT,6347,0.311,106.6,106.6,2015.0,123,2.7,-0.006,-0.015,0.112,Phát triển Điện lực Việt Nam,http://vnpd.com.vn
VPG,HOSE,Tài nguyên Cơ bản,CT,7055,0.002,88.4,88.4,2008.0,144,2.6,0.008,0.023,-0.33,Đầu tư TMại XNK Việt Phát,http://vietphatgroup.com.vn
VPH,HOSE,Bất động sản,CT,4819,0.005,95.4,95.4,1999.0,69,2.5,0.0,-0.044,-0.059,Vạn Phát Hưng,https://www.anphatholdings.vn
VPI,HOSE,Bất động sản,CT,348,0.016,290.4,290.4,2008.0,259,2.4,-0.006,-0.025,0.167,Đầu tư Văn Phú - Invest,https://vanphu.vn
VPR,UPCOM,Truyền thông,CT,139,0.141,5.0,5.0,2006.0,14,,0.042,0.06,-0.274,VINAPRINT,https://vinaprintcorp.com.vn
VPS,HOSE,Hóa chất,CT,711,0.0,24.5,24.5,1998.0,354,3.1,0.026,-0.025,-0.118,Thuốc sát trùng Việt Nam,https://vipesco.com.vn
VPW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,144,0.0,11.2,11.2,2009.0,244,,-0.006,-0.015,0.043,Cấp thoát nước số 1 Vĩnh Phúc,http://vinhphucwater.com.vn
VQC,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.039,3.6,3.6,1995.0,487,,-0.114,-0.115,-0.152,Giám định Vinaconmin,http://www.quacontrol.com.vn
VRC,HOSE,Bất động sản,CT,1489,0.002,50.0,50.0,2005.0,16,2.0,-0.02,-0.081,-0.204,Bất động sản và Đầu tư VRC,https://vrc.com.vn
VRE,HOSE,Bất động sản,CT,25781,0.216,2272.3,2328.8,2012.0,2664,2.8,-0.017,-0.097,-0.449,Vincom Retail,https://vincom.com.vn
VRG,UPCOM,Bất động sản,CT,0,0.009,25.9,25.9,2012.0,49,3.2,-0.013,-0.039,-0.029,PT Đô thị và KCN Cao su VN,https://vrg-vn.com
VSA,HNX,Hàng & Dịch vụ Công nghiệp,CT,745,0.029,14.1,14.1,2006.0,500,3.3,0.006,0.011,0.151,Đại lý Hàng hải VN,https://vosa.com.vn
VSC,HOSE,Hàng & Dịch vụ Công nghiệp,CT,0,0.023,286.8,266.8,2007.0,1193,2.5,-0.001,-0.012,-0.11,VICONSHIP,https://viconship.com
VSE,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,380,0.01,8.9,8.9,2008.0,129,,-0.022,-0.092,-0.152,DV Đường cao tốc Việt Nam,http://www.vecs.com.vn
VSF,UPCOM,Thực phẩm và đồ uống,CT,601,0.0,500.0,500.0,2007.0,2867,1.9,0.009,-0.018,-0.287,Vinafood 2,https://vinafood2.com.vn
VSG,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,1185,0.004,11.0,11.0,1999.0,36,,0.094,0.208,-0.251,Container Phía Nam,http://www.viconshipsg.com.vn
VSH,HOSE,"Điện, nước & xăng dầu khí đốt",CT,2476,0.12,236.2,236.2,2004.0,226,3.2,0.005,-0.001,0.097,Thủy điện Vĩnh Sơn - Sông Hinh,http://www.vshpc.evn.com.vn
VSI,HOSE,Bất động sản,CT,400,0.009,13.2,13.2,1975.0,131,2.8,-0.006,-0.025,0.089,Đầu tư và Xây dựng Cấp thoát nước,http://waseco.com.vn
VSM,HNX,Hàng & Dịch vụ Công nghiệp,CT,158,0.015,3.4,3.4,2002.0,147,,0.015,-0.084,0.06,Container Miền Trung,http://www.viconshipdanang.com
VSN,UPCOM,Thực phẩm và đồ uống,CT,1035,0.041,80.9,80.9,2006.0,3774,2.5,-0.043,-0.08,-0.25,VN Kỹ Nghệ Súc Sản (VISSAN),https://www.vissan.com.vn
VST,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,2944,0.0,67.0,67.0,2007.0,708,2.8,-0.039,0.02,-0.194,Vận tải và Thuê Tàu biển Việt Nam,http://www.vitranschart.com.vn
VTA,UPCOM,Xây dựng và Vật liệu,CT,903,0.002,8.0,8.0,2005.0,333,,0.092,0.013,-0.305,Gạch men VITALY,http://www.vitaly.com.vn
VTB,HOSE,Hàng & Dịch vụ Công nghiệp,CT,945,0.017,10.8,12.0,2004.0,105,,0.028,-0.01,-0.051,Viettronics Tân Bình,http://www.vtb.com.vn
VTC,HNX,Công nghệ Thông tin,CT,1465,0.096,4.5,4.5,1999.0,136,,0.005,-0.003,-0.17,Viễn thông VTC,http://www.vtctelecom.com.vn
